,fp rate,tp rate,threshold
0,0.0,0.0,inf
1,0.0,0.0035587188612099642,0.9168608427686504
2,0.0,0.010676156583629894,0.9121916740944892
3,0.0,0.014234875444839857,0.9084956071647364
4,0.001288659793814433,0.014234875444839857,0.9063009278600731
5,0.001288659793814433,0.017793594306049824,0.8773127839273951
6,0.002577319587628866,0.021352313167259787,0.8740413220217279
7,0.002577319587628866,0.042704626334519574,0.8506251477071987
8,0.003865979381443299,0.042704626334519574,0.8494798943980972
9,0.003865979381443299,0.05693950177935943,0.8409519809365247
10,0.005154639175257732,0.05693950177935943,0.832410113167729
11,0.005154639175257732,0.07473309608540925,0.830615325631674
12,0.005154639175257732,0.15302491103202848,0.7843337850165987
13,0.006443298969072165,0.15302491103202848,0.779129019543695
14,0.006443298969072165,0.16725978647686832,0.7673514181484685
15,0.006443298969072165,0.17437722419928825,0.7646020615614136
16,0.006443298969072165,0.17793594306049823,0.7608444254967636
17,0.007731958762886598,0.17793594306049823,0.7606966089002464
18,0.007731958762886598,0.18861209964412812,0.7548729571962871
19,0.010309278350515464,0.18861209964412812,0.7519445142528941
20,0.010309278350515464,0.199288256227758,0.7451761409692346
21,0.011597938144329897,0.199288256227758,0.7434633908364292
22,0.011597938144329897,0.24199288256227758,0.7184537487016902
23,0.01288659793814433,0.24199288256227758,0.7161489554592517
24,0.01288659793814433,0.2491103202846975,0.7142423650920245
25,0.014175257731958763,0.2491103202846975,0.707267248047476
26,0.014175257731958763,0.25622775800711745,0.6938633612859354
27,0.01675257731958763,0.25622775800711745,0.689242360587776
28,0.01675257731958763,0.2597864768683274,0.6866202164130127
29,0.019329896907216496,0.26334519572953735,0.6846277851927657
30,0.024484536082474227,0.26334519572953735,0.678825513035518
31,0.024484536082474227,0.2669039145907473,0.6773441122315297
32,0.027061855670103094,0.2669039145907473,0.6743132018797744
33,0.027061855670103094,0.2704626334519573,0.6712567535149725
34,0.029639175257731958,0.2704626334519573,0.6670243005414463
35,0.029639175257731958,0.27402135231316727,0.6663504666674052
36,0.029639175257731958,0.28113879003558717,0.6662423165054843
37,0.029639175257731958,0.2846975088967972,0.665796809714491
38,0.030927835051546393,0.2846975088967972,0.6651818823187555
39,0.030927835051546393,0.3309608540925267,0.6482554439584256
40,0.03350515463917526,0.3309608540925267,0.6463676465742515
41,0.03350515463917526,0.33807829181494664,0.6389669482173548
42,0.03865979381443299,0.33807829181494664,0.631651610860119
43,0.03865979381443299,0.3416370106761566,0.6314818602461503
44,0.03994845360824742,0.3416370106761566,0.6313102056126321
45,0.03994845360824742,0.3487544483985765,0.629526227942517
46,0.041237113402061855,0.3487544483985765,0.6290749269310503
47,0.041237113402061855,0.3701067615658363,0.6166525147953805
48,0.04252577319587629,0.3701067615658363,0.6141004794139513
49,0.04252577319587629,0.3736654804270463,0.6127428131880609
50,0.04381443298969072,0.3736654804270463,0.6122903301190206
51,0.04381443298969072,0.38434163701067614,0.6103089990654589
52,0.04639175257731959,0.38434163701067614,0.6078340565028691
53,0.04639175257731959,0.3914590747330961,0.6056462371291341
54,0.05025773195876289,0.3914590747330961,0.5944687558977207
55,0.05025773195876289,0.4128113879003559,0.5839196761256946
56,0.05154639175257732,0.4128113879003559,0.583797253716036
57,0.05154639175257732,0.4199288256227758,0.581233574540148
58,0.05283505154639175,0.4199288256227758,0.5810894023086731
59,0.05283505154639175,0.44483985765124556,0.569082200768754
60,0.05412371134020619,0.44483985765124556,0.5689654523039177
61,0.05412371134020619,0.45195729537366547,0.5680101887702647
62,0.055412371134020616,0.45195729537366547,0.5657913598608816
63,0.055412371134020616,0.4555160142348754,0.5655695410677327
64,0.05670103092783505,0.4555160142348754,0.5650661455270254
65,0.05670103092783505,0.4626334519572954,0.5614721846730963
66,0.05798969072164949,0.4626334519572954,0.5610741725445594
67,0.05798969072164949,0.47686832740213525,0.5574286342373626
68,0.061855670103092786,0.47686832740213525,0.5502365396185304
69,0.061855670103092786,0.48398576512455516,0.5444239692282227
70,0.06443298969072164,0.48398576512455516,0.5421942186758361
71,0.06443298969072164,0.4875444839857651,0.5386449391241172
72,0.06572164948453608,0.4875444839857651,0.5377709581271756
73,0.06572164948453608,0.49466192170818507,0.5344661700830037
74,0.06701030927835051,0.49466192170818507,0.53339980655495
75,0.06701030927835051,0.501779359430605,0.5298658203978556
76,0.07087628865979381,0.501779359430605,0.5273093843378159
77,0.07087628865979381,0.505338078291815,0.5241498832447123
78,0.07216494845360824,0.505338078291815,0.5211914925795132
79,0.07216494845360824,0.5088967971530249,0.520516244559187
80,0.07345360824742268,0.5088967971530249,0.5190852114555458
81,0.07345360824742268,0.5124555160142349,0.5183041822902871
82,0.07474226804123711,0.5124555160142349,0.515533683177174
83,0.07474226804123711,0.5160142348754448,0.5145093764477735
84,0.07731958762886598,0.5160142348754448,0.5123922808923889
85,0.07731958762886598,0.5302491103202847,0.5101537403939643
86,0.07860824742268041,0.5302491103202847,0.5044200371919311
87,0.07860824742268041,0.5338078291814946,0.5011201090152869
88,0.07989690721649484,0.5338078291814946,0.5000154237003416
89,0.07989690721649484,0.5373665480427047,0.49596241531487484
90,0.08505154639175258,0.5373665480427047,0.4905458847335011
91,0.08505154639175258,0.5480427046263345,0.4880550931335035
92,0.08762886597938144,0.5480427046263345,0.4861930516877133
93,0.08762886597938144,0.5516014234875445,0.48510732930180306
94,0.08891752577319588,0.5516014234875445,0.484871577830491
95,0.08891752577319588,0.5551601423487544,0.4848600264185829
96,0.09020618556701031,0.5551601423487544,0.48377088481767033
