,fp rate,tp rate,threshold
0,0.0,0.0,inf
1,0.001288659793814433,0.0,0.9396488262947867
2,0.001288659793814433,0.021352313167259787,0.9173019349986243
3,0.002577319587628866,0.021352313167259787,0.917047619541677
4,0.002577319587628866,0.07473309608540925,0.8961840957037098
5,0.003865979381443299,0.07473309608540925,0.8955360690437313
6,0.003865979381443299,0.08185053380782918,0.8934742184250712
7,0.005154639175257732,0.08185053380782918,0.8927500949141486
8,0.005154639175257732,0.09252669039145907,0.8910031991850333
9,0.006443298969072165,0.09252669039145907,0.8906271786601762
10,0.006443298969072165,0.099644128113879,0.8900319184661392
11,0.007731958762886598,0.099644128113879,0.8899127460547551
12,0.007731958762886598,0.10320284697508897,0.8892351839649584
13,0.00902061855670103,0.10320284697508897,0.8886495999366205
14,0.00902061855670103,0.11743772241992882,0.8875734434952739
15,0.010309278350515464,0.11743772241992882,0.8862187520428639
16,0.010309278350515464,0.12455516014234876,0.8849566850873674
17,0.01288659793814433,0.12455516014234876,0.8837652208657386
18,0.01288659793814433,0.17437722419928825,0.8754826531508484
19,0.014175257731958763,0.17437722419928825,0.8752549691689098
20,0.014175257731958763,0.18149466192170818,0.8750226277007089
21,0.01675257731958763,0.18149466192170818,0.874125283845292
22,0.01675257731958763,0.21352313167259787,0.8704957519068619
23,0.020618556701030927,0.21352313167259787,0.8698587365779157
24,0.020618556701030927,0.21708185053380782,0.8697942003753993
25,0.02190721649484536,0.21708185053380782,0.8684180848112633
26,0.02190721649484536,0.2206405693950178,0.8682756111773176
27,0.024484536082474227,0.2206405693950178,0.8673179088262998
28,0.024484536082474227,0.23487544483985764,0.8646719855585182
29,0.027061855670103094,0.23487544483985764,0.8640482983636345
30,0.027061855670103094,0.23843416370106763,0.8637386926746885
31,0.029639175257731958,0.23843416370106763,0.8625239952104182
32,0.029639175257731958,0.24199288256227758,0.8609305760494537
33,0.030927835051546393,0.24199288256227758,0.8608728820520583
34,0.030927835051546393,0.2526690391459075,0.8592801416258248
35,0.03221649484536082,0.2526690391459075,0.8580386892155756
36,0.03221649484536082,0.25622775800711745,0.8578313425299066
37,0.03350515463917526,0.25622775800711745,0.8556597293975431
38,0.03350515463917526,0.3096085409252669,0.8443694238146938
39,0.03608247422680412,0.3096085409252669,0.8403061960446063
40,0.03608247422680412,0.3416370106761566,0.8292863466871545
41,0.037371134020618556,0.3416370106761566,0.8270624484298806
42,0.037371134020618556,0.3487544483985765,0.8264718269675512
43,0.03865979381443299,0.3487544483985765,0.8260955781801469
44,0.03865979381443299,0.35587188612099646,0.8248364973309993
45,0.04252577319587629,0.35587188612099646,0.8219015108869873
46,0.04252577319587629,0.36298932384341637,0.8210391587254576
47,0.045103092783505154,0.36298932384341637,0.8199061352682305
48,0.045103092783505154,0.3701067615658363,0.8194730616788931
49,0.04639175257731959,0.3701067615658363,0.8157993585319236
50,0.04639175257731959,0.3807829181494662,0.8114783262812516
51,0.04896907216494845,0.3807829181494662,0.8093741092362853
52,0.04896907216494845,0.38434163701067614,0.8054413380927885
53,0.05154639175257732,0.38434163701067614,0.8044031812583258
54,0.05154639175257732,0.3914590747330961,0.8018380467079591
55,0.05283505154639175,0.3914590747330961,0.8007158684035193
56,0.05283505154639175,0.39501779359430605,0.8005963727025769
57,0.05798969072164949,0.39501779359430605,0.7987800822344208
58,0.05798969072164949,0.4128113879003559,0.7966088305270165
59,0.06056701030927835,0.4128113879003559,0.7965423995314969
60,0.06056701030927835,0.4199288256227758,0.7948657295990478
61,0.06701030927835051,0.4199288256227758,0.79340859311649
62,0.06701030927835051,0.4306049822064057,0.7914355070655852
63,0.07087628865979381,0.4306049822064057,0.7894874139503006
64,0.07087628865979381,0.4377224199288256,0.7877334869904
65,0.07345360824742268,0.4377224199288256,0.7848473768705017
66,0.07345360824742268,0.4412811387900356,0.7839977288434277
67,0.07474226804123711,0.4412811387900356,0.7838409220579118
68,0.07474226804123711,0.44483985765124556,0.7837569081961738
69,0.07603092783505154,0.44483985765124556,0.782900574497372
70,0.07603092783505154,0.4483985765124555,0.7807647658924335
71,0.07989690721649484,0.4483985765124555,0.7771801713940644
72,0.07989690721649484,0.4555160142348754,0.7769562716993791
73,0.08634020618556701,0.4555160142348754,0.7748450130086068
74,0.08634020618556701,0.45907473309608543,0.774219909435397
75,0.08891752577319588,0.45907473309608543,0.7728681704106675
76,0.08891752577319588,0.47686832740213525,0.7683187660011426
77,0.09020618556701031,0.47686832740213525,0.7668474127348998
78,0.09020618556701031,0.49110320284697506,0.7648029058384567
79,0.09149484536082474,0.49110320284697506,0.7639364824481559
80,0.09149484536082474,0.501779359430605,0.7618944707201427
81,0.09407216494845361,0.501779359430605,0.7591862259398204
82,0.09407216494845361,0.505338078291815,0.7591242372722586
83,0.0979381443298969,0.505338078291815,0.7575080600255731
84,0.0979381443298969,0.5124555160142349,0.7555445291999555
85,0.10309278350515463,0.5124555160142349,0.7526548519875619
86,0.10309278350515463,0.5195729537366548,0.7490175273608777
87,0.10438144329896908,0.5195729537366548,0.7489814010990382
88,0.10438144329896908,0.5231316725978647,0.7484933304320572
89,0.1056701030927835,0.5231316725978647,0.748415899089345
90,0.1056701030927835,0.5266903914590747,0.748119698969222
91,0.10695876288659793,0.5266903914590747,0.7474572079173281
92,0.10695876288659793,0.5302491103202847,0.7466054581162842
